review_text,label,split
"Ürün fena değil, işimi görüyor ama daha iyisi olabilir.",Nötr,TRAIN
Malzeme kalitesi düşük. Çok kötü deneyim.,Olumsuz,TRAIN
"Kargo geç geldi, ürün gayet iyi. Tekrar alırım.",Olumlu,TRAIN
Stabil ve fiyatı uygun. Tekrar alırım.,Olumlu,TRAIN
"Ürün yanlış ürün geldi, çalışmadı. Çok kötü deneyim.",Olumsuz,VALIDATE
Malzeme kalitesi kötü. Çok kötü deneyim.,Olumsuz,TEST
"Ürün uyumsuz çıktı, sürekli hata verdi. Pişman oldum.",Olumsuz,TRAIN
"Ürün uyumsuz çıktı, sürekli hata verdi. Bir daha almam.",Olumsuz,TRAIN
"Ürün uyumsuz çıktı, çalışmadı. Çok kötü deneyim.",Olumsuz,TRAIN
Hızlı çalışıyor ve fiyatı uygun. Tekrar alırım.,Olumlu,TRAIN
"Kargo çok hızlı geldi, ürün kalitesiz çıktı. Hayal kırıklığı.",Olumsuz,TRAIN
"Genel olarak normal, deneyim orta.",Nötr,TRAIN
Stabil ve fiyat/performans mükemmel. Kesinlikle tavsiye ederim.,Olumlu,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
"Ürün uyumsuz çıktı, performansı kötü. Tavsiye etmiyorum.",Olumsuz,VALIDATE
"Ürün beklediğim gibi değil, çalışmadı. Bir daha almam.",Olumsuz,TEST
"Teslimat standarttı, paketleme vasattı.",Nötr,TRAIN
Destek ekibi ulaşılmazdı. Zaman kaybı.,Olumsuz,TRAIN
"Genel olarak normal, deneyim orta.",Nötr,TRAIN
"Kargo geç geldi, ürün harika. 5/5.",Olumlu,TRAIN
"Kargo biraz geç geldi, ürün eksik geldi. Hayal kırıklığı.",Olumsuz,TRAIN
"Kargo çok hızlı geldi, ürün hasarlı geldi. İade süreci çok zordu.",Olumsuz,TRAIN
Destek ekibi geç döndü. Memnun değilim.,Olumsuz,TRAIN
Beklentimin üstünde ve parasını hak ediyor. Kesinlikle tavsiye ederim.,Olumlu,TRAIN
Beklediğim kadar hızlı değildi ama idare eder.,Nötr,VALIDATE
"Ürün ortalama, işimi görüyor ama daha iyisi olabilir.",Nötr,TEST
Beklediğim kadar beklediğim kadar hızlı değildi ama kullanılabilir.,Nötr,TRAIN
"Ürün anlatıldığı gibi değil, sürekli hata verdi. Bir daha almam.",Olumsuz,TRAIN
"Teslimat normaldi, paketleme standarttı.",Nötr,TRAIN
Destek ekibi hiç yardımcı olmadı. Şikayetçiyim.,Olumsuz,TRAIN
"Ürün idare eder, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
Beklentimin üstünde ve iyi bir tercih. Kesinlikle tavsiye ederim.,Olumlu,TRAIN
Hızlı çalışıyor ve parasını hak ediyor. Kesinlikle tavsiye ederim.,Olumlu,TRAIN
Beklediğim kadar ortalama hızdaydı ama çok da kötü değil.,Nötr,TRAIN
"Teslimat standarttı, paketleme eh işte.",Nötr,VALIDATE
"Teslimat normaldi, paketleme eh işte.",Nötr,TEST
"Ürün fena değil, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
"Genel olarak standart, kararsız kaldım.",Nötr,TRAIN
Performansı harika ve parasını hak ediyor. Çok memnun kaldım.,Olumlu,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TRAIN
Destek ekibi hiç yardımcı olmadı. Şikayetçiyim.,Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TRAIN
"Genel olarak idare eder, kararsız kaldım.",Nötr,TRAIN
"Paketleme düzgün, ürün gayet iyi. Beklentimi karşıladı.",Olumlu,TRAIN
Stabil ve parasını hak ediyor. 5/5.,Olumlu,VALIDATE
"Ürün anlatıldığı gibi değil, çalışmadı. Tavsiye etmiyorum.",Olumsuz,TEST
Destek ekibi çözüm sunmadı. Memnun değilim.,Olumsuz,TRAIN
"Paketleme çok iyi, ürün beklediğimden iyi. Sorunsuzdu.",Olumlu,TRAIN
"Kargo zamanında geldi, ürün hasarlı geldi. İade süreci çok zordu.",Olumsuz,TRAIN
"Genel olarak standart, beklentim karışık.",Nötr,TRAIN
"Kargo geç geldi, ürün hasarlı geldi. Hayal kırıklığı.",Olumsuz,TRAIN
"Kargo geç geldi, ürün hasarlı geldi. Değişim istedim.",Olumsuz,TRAIN
"Kargo zamanında geldi, ürün gayet iyi. Tekrar alırım.",Olumlu,TRAIN
Destek ekibi hiç yardımcı olmadı. Memnun değilim.,Olumsuz,TRAIN
Malzeme kalitesi kötü. Bir daha almam.,Olumsuz,VALIDATE
"Kargo zamanında geldi, ürün kalitesiz çıktı. Hayal kırıklığı.",Olumsuz,TEST
Malzeme kalitesi berbat. Çok kötü deneyim.,Olumsuz,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
"Ürün fena değil, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
"Paketleme özenli, ürün beklediğimden iyi. Gayet başarılı.",Olumlu,TRAIN
"Ürün yanlış ürün geldi, çalışmadı. Çok kötü deneyim.",Olumsuz,TRAIN
"Kargo geç geldi, ürün arızalı çıktı. Hayal kırıklığı.",Olumsuz,TRAIN
Malzeme kalitesi berbat. Çok kötü deneyim.,Olumsuz,TRAIN
"Kargo zamanında geldi, ürün beklediğimden iyi. Kesinlikle tavsiye ederim.",Olumlu,TRAIN
"Kargo biraz geç geldi, ürün harika. 5/5.",Olumlu,VALIDATE
"Kargo geç geldi, ürün kalitesiz çıktı. Hayal kırıklığı.",Olumsuz,TEST
Beklediğim kadar beklediğim kadar hızlı değildi ama idare eder.,Nötr,TRAIN
Destek ekibi çözüm sunmadı. Şikayetçiyim.,Olumsuz,TRAIN
Malzeme kalitesi düşük. Tavsiye etmiyorum.,Olumsuz,TRAIN
"Paketleme düzgün, ürün harika. Gayet başarılı.",Olumlu,TRAIN
"Paketleme sağlam, ürün çok kaliteli. Gayet başarılı.",Olumlu,TRAIN
"Kargo biraz geç geldi, ürün gayet iyi. Çok memnun kaldım.",Olumlu,TRAIN
"Ürün beklediğim gibi değil, çalışmadı. Çok kötü deneyim.",Olumsuz,TRAIN
"Ürün yanlış ürün geldi, performansı kötü. Bir daha almam.",Olumsuz,TRAIN
"Kargo çok hızlı geldi, ürün çok kaliteli. Kesinlikle tavsiye ederim.",Olumlu,VALIDATE
Beklediğim kadar ortalama hızdaydı ama idare eder.,Nötr,TEST
Destek ekibi ulaşılmazdı. Memnun değilim.,Olumsuz,TRAIN
"Ürün fena değil, işimi görüyor ama daha iyisi olabilir.",Nötr,TRAIN
Beklediğim kadar hızlı değildi ama idare eder.,Nötr,TRAIN
"Kargo zamanında geldi, ürün hasarlı geldi. İade ettim.",Olumsuz,TRAIN
"Paketleme sağlam, ürün beklediğimden iyi. Beklentimi karşıladı.",Olumlu,TRAIN
"Ürün beklediğim gibi değil, performansı kötü. Bir daha almam.",Olumsuz,TRAIN
Stabil ve fiyat/performans mükemmel. 5/5.,Olumlu,TRAIN
Destek ekibi hiç yardımcı olmadı. Memnun değilim.,Olumsuz,TRAIN
"Kargo biraz geç geldi, ürün çok kaliteli. Kesinlikle tavsiye ederim.",Olumlu,VALIDATE
"Ürün ne iyi ne kötü, işimi görüyor ama geliştirilebilir.",Nötr,TEST
"Kurulum {kolay}, kullanım {rahat}. Gayet başarılı.",Olumlu,TRAIN
Beklentimin üstünde ve fiyatı uygun. Tekrar alırım.,Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Gayet başarılı.",Olumlu,TRAIN
"Kargo biraz geç geldi, ürün beklediğimden iyi. Tekrar alırım.",Olumlu,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TRAIN
"Kargo çok hızlı geldi, ürün arızalı çıktı. Değişim istedim.",Olumsuz,TRAIN
Beklentimin üstünde ve parasını hak ediyor. Tekrar alırım.,Olumlu,TRAIN
"Teslimat beklendiği gibiydi, paketleme vasattı.",Nötr,TRAIN
"Paketleme sağlam, ürün harika. Memnun kaldım.",Olumlu,VALIDATE
"Kargo biraz geç geldi, ürün beklediğimden iyi. Kesinlikle tavsiye ederim.",Olumlu,TEST
"Ürün beklediğim gibi değil, problem çıkardı. Bir daha almam.",Olumsuz,TRAIN
"Kargo zamanında geldi, ürün harika. Çok memnun kaldım.",Olumlu,TRAIN
"Kargo çok hızlı geldi, ürün beklediğimden iyi. 5/5.",Olumlu,TRAIN
"Paketleme sağlam, ürün gayet iyi. Gayet başarılı.",Olumlu,TRAIN
"Ürün ortalama, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
Stabil ve fiyatı uygun. Tekrar alırım.,Olumlu,TRAIN
"Genel olarak normal, beklentim karışık.",Nötr,TRAIN
"Kargo geç geldi, ürün harika. 5/5.",Olumlu,TRAIN
"Ürün uyumsuz çıktı, sürekli hata verdi. Çok kötü deneyim.",Olumsuz,VALIDATE
"Kargo biraz geç geldi, ürün beklediğimden iyi. Çok memnun kaldım.",Olumlu,TEST
Destek ekibi ulaşılmazdı. Şikayetçiyim.,Olumsuz,TRAIN
"Kargo biraz geç geldi, ürün arızalı çıktı. İade ettim.",Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Beklentimi karşıladı.",Olumlu,TRAIN
"Paketleme özenli, ürün gayet iyi. Beklentimi karşıladı.",Olumlu,TRAIN
Destek ekibi geç döndü. Şikayetçiyim.,Olumsuz,TRAIN
Malzeme kalitesi düşük. Tavsiye etmiyorum.,Olumsuz,TRAIN
Hızlı çalışıyor ve parasını hak ediyor. Çok memnun kaldım.,Olumlu,TRAIN
"Ürün fena değil, işimi görüyor ama daha iyisi olabilir.",Nötr,TRAIN
Destek ekibi ulaşılmazdı. Çözülmedi.,Olumsuz,VALIDATE
Destek ekibi çözüm sunmadı. Memnun değilim.,Olumsuz,TEST
Malzeme kalitesi vasat. Bir daha almam.,Olumsuz,TRAIN
Malzeme kalitesi berbat. Çok kötü deneyim.,Olumsuz,TRAIN
Destek ekibi çözüm sunmadı. Şikayetçiyim.,Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Gayet başarılı.",Olumlu,TRAIN
"Kargo biraz geç geldi, ürün harika. Tekrar alırım.",Olumlu,TRAIN
"Genel olarak orta seviye, deneyim orta.",Nötr,TRAIN
"Kargo geç geldi, ürün eksik geldi. Değişim istedim.",Olumsuz,TRAIN
Destek ekibi geç döndü. Memnun değilim.,Olumsuz,VALIDATE
Beklentimin üstünde ve parasını hak ediyor. Çok memnun kaldım.,Olumlu,TEST
Beklentimin üstünde ve iyi bir tercih. Kesinlikle tavsiye ederim.,Olumlu,TRAIN
"Genel olarak standart, beklentim karışık.",Nötr,TRAIN
"Paketleme düzgün, ürün beklediğimden iyi. Sorunsuzdu.",Olumlu,TRAIN
Beklediğim kadar beklediğim kadar hızlı değildi ama kullanılabilir.,Nötr,TRAIN
"Kargo çok hızlı geldi, ürün kalitesiz çıktı. Değişim istedim.",Olumsuz,TRAIN
Beklediğim kadar ortalama hızdaydı ama idare eder.,Nötr,TRAIN
"Kargo biraz geç geldi, ürün arızalı çıktı. İade süreci çok zordu.",Olumsuz,TRAIN
"Ürün anlatıldığı gibi değil, sürekli hata verdi. Çok kötü deneyim.",Olumsuz,TRAIN
